sample	mach	seq_date	initial	passed_filter_reads	low_quality_reads	too_many_n_reads	too_short_reads	too_long_reads	raw_total_reads	raw_total_bases	raw_q20_bases	raw_q30_bases	raw_q20_rate	raw_q30_rate	raw_read1_mean_length	raw_read2_mean_length	raw_gc_content	total_reads	total_bases	q20_bases	q30_bases	q20_rate	q30_rate	read1_mean_length	read2_mean_length	gc_content	homozygosity	heterozygosity	genomesize	repeatsize	uniquesize	modelfit	errorrate	num_contigs	num_contigs_mitochondrion	num_contigs_plastid	num_contigs_prokarya	bp_mitochondrion	bp_plastid	bp_prokarya	complete	single_copy	multi_copy	fragmented	missing	n_markers	domain	number_of_scaffolds	number_of_contigs	total_length	percent_gaps	scaffold_n50	contigs_n50	unique_k_mers_assembly	k_mers_total	qv	error	k_mer_set	solid_k_mers	total_k_mers	completeness	depmethod	adjust	readbp	mapadjust	scdepth	estgenomesize
OG354	NOVA	230324	AD	474108108	5517010	70318	6219068	0	485914504	72732213606	70454581022	66909582796	0.968685	0.919944	149	149	0.413008	474108108	70904966951	68989663270	65628433264	0.972988	0.925583	149	149	0.412966	99.1374%	0.878517%	916,903,512	127,338,402	789,565,110	98.6822%	0.227174%	20767556	48	20	31	84324	27278	52401	49.8	48.5	1.3	16.4	33.8	3640	eukaryota	388963	388963	1121888852	0.000%	6778	6778	52929	1114109592	56.4544	2.26233e-06	all	878136651	963946630	91.0981	mpileup	IndelRatio	35453741538	0.999252442530574	34	1043541812
OG341	NOVA	230324	AD	310727416	3640584	79556	6532804	0	320980360	47998329849	46602585291	44614889186	0.970921	0.929509	149	149	0.429688	310727416	46352737154	45289189868	43449730319	0.977055	0.937371	149	149	0.429073	98.9109%	1.09602%	477,078,912	26,165,347	450,913,566	98.7256%	0.181323%	9347250	41	17	16	85083	23501	20693	76.9	75.9	1	10.4	12.7	3640	eukaryota	165717	165717	559476682	0.000%	12573	12573	17276	556162342	58.2997	1.47921e-06	all	483497870	554723678	87.1601	mpileup	IndelRatio	23179341424	0.9990452003468	42.64	544176658
OG335	NOVA	230324	AD	309926304	3279964	55696	4555520	0	317817484	47450480994	46166142264	44129319729	0.972933	0.930008	149	149	0.437274	309926304	46284081347	45229013269	43299694797	0.977205	0.93552	149	149	0.436594	99.836%	0.171669%	637,418,408	40,760,259	596,658,150	99.0576%	0.189486%	9979981	5	1	4	51912	1541	5967	88.1	87.2	0.9	5.9	6	3640	eukaryota	47432	47432	671514636	0.000%	44572	44572	8760	670565996	62.0615	6.2208e-07	all	613306689	629491577	97.4289	mpileup	IndelRatio	23142905481	0.999073044521822	33.53	690818203
OG328	NOVA	230324	AD	400476938	4167644	51698	5650870	0	410347150	61537783901	59778107414	57052354202	0.971405	0.927111	149	149	0.417325	400476938	59881663721	58457195362	55888287439	0.976212	0.933312	149	149	0.416773	99.5271%	0.492651%	718,017,778	112,754,863	605,262,915	98.4455%	0.301936%	16185393	64	21	43	185919	34148	67255	69.8	68.8	1	12.1	18.1	3640	eukaryota	202401	202401	815122515	0.000%	12112	12112	46995	811074495	55.5922	2.7592e-06	all	641097738	698836508	91.7379	mpileup	IndelRatio	29942754891	0.997714857654381	32.54	922248338
OG342	NOVA	230324	AD	284555900	2735750	35208	2918662	0	290245520	43529304566	42346062695	40437558016	0.972817	0.928973	149	149	0.421904	284555900	42571769604	41579831120	39762939113	0.9767	0.934021	149	149	0.421251	99.3223%	0.686706%	551,257,808	45,283,517	505,974,291	98.7698%	0.205386%	9973269	22	11	10	51557	17247	16018	78.6	77.8	0.8	9.1	12.3	3640	eukaryota	126390	126390	606492699	0.000%	19367	19367	16077	603964899	58.9702	1.26759e-06	all	536481618	589452069	91.0136	mpileup	IndelRatio	21286455576	0.998867802602452	35.48	600597914
OG340	NOVA	230324	AD	354817154	2827362	37202	3641698	0	361323416	54185918969	52743796567	50283400261	0.973386	0.927979	149	149	0.398289	354817154	53074899716	51843013152	49489089167	0.97679	0.932439	149	149	0.397857	99.0073%	1.10092%	1,357,405,134	274,603,950	1,082,801,184	98.8058%	0.186325%	32579042	183	90	224	282658	141831	371686	38.6	38	0.6	16.4	45	3640	eukaryota	687607	687607	1742699555	0.000%	5398	5398	87990	1728947415	56.1556	2.4235e-06	all	1247598379	1407406243	88.6452	mpileup	IndelRatio	26538282166	0.999759096304537	15.51	1711685183
OG256	NOVA	230324	AD	446964360	4938056	62562	4650316	0	456615294	68476452397	66374034417	63145091684	0.969297	0.922143	149	149	0.415271	446964360	66873635071	65116835728	62048272616	0.97373	0.927844	149	149	0.414573	99.5896%	0.419997%	648,335,882	52,606,888	595,728,995	98.3839%	0.221311%	11270540	26	13	10	58151	19201	19068	80.7	79.8	0.9	8.7	10.6	3640	eukaryota	100550	100550	697625287	0.000%	20007	20007	26638	695614287	57.3908	1.82357e-06	all	622525650	664706685	93.6542	mpileup	IndelRatio	33438200405	0.99967286174853	46.17	724414317
OG240	NOVA	230324	AD	310452240	7954822	476744	64510598	0	383394404	54971271873	50409623358	46647049458	0.917018	0.848571	143	143	0.493755	310452240	45382583106	43339134061	40557640675	0.954973	0.893683	146	146	0.480747	100%	20.9133%	417,616,133	134,416,782	283,199,351	94.9386%	0.456625%	14787250	83	26	43	128035	34760	61707	51.8	51	0.8	14.8	33.4	3640	eukaryota	342088	342088	839614622	0.000%	5696	5696	61262	832772862	54.5554	3.50316e-06	all	633100462	722576933	87.617	mpileup	IndelRatio	22697775380	0.999193651952336	13.4	1694697077
OG243	NOVA	230324	AD	375724182	3304258	41562	3404428	0	382474430	57376347325	55896869830	53469801315	0.974215	0.931914	150	149	0.416285	375724182	56209938742	54975561198	52662373714	0.97804	0.936887	149	149	0.415807	99.2263%	0.782996%	649,277,237	59,023,725	590,253,512	99.0186%	0.165392%	13396929	50	28	45	96905	42241	75161	70.6	69.8	0.8	11.2	18.2	3640	eukaryota	238533	238533	784307928	0.000%	8940	8940	19246	779537268	59.2971	1.17568e-06	all	637945054	701380623	90.9556	mpileup	IndelRatio	28105812557	0.999078082486372	37.67	746840467
OG337	NOVA	230324	AD	533333436	7028014	128838	14418478	0	554908766	82659253569	79674279075	75367472749	0.963888	0.911785	149	148	0.400093	533333436	79578018116	77179269681	73157102285	0.969857	0.919313	149	149	0.399499	99.8655%	0.146101%	778,437,168	64,311,995	714,125,173	98.0848%	0.274008%	13037775	3	4	10	19060	9568	16317	88.9	88.1	0.8	5.5	5.6	3640	eukaryota	45119	45119	808131998	0.000%	71035	71035	24442	807229618	58.4107	1.44187e-06	all	739370318	755467810	97.8692	mpileup	IndelRatio	39795293463	0.999640027523559	44.65	891543799
OG233	NOVA	230324	AD	345941846	16159120	258906	16045814	0	378405686	56131411542	52733767303	49623409445	0.93947	0.884058	148	148	0.4464	345941846	51554217156	49459211612	46835779186	0.959363	0.908476	149	149	0.441317	96.3673%	3.72286%	993,606,581	297,551,666	696,054,915	98.9302%	0.33973%	33874651	NA	NA	NA	NA	NA	NA	21.2	16.9	4.3	12.1	66.7	3640	eukaryota	1289045	1289045	1752055849	0.000%	1639	1639	236988	1726274949	51.8457	6.53771e-06	all	1055437436	1233478774	85.5659	mpileup	IndelRatio	25778779926	0.997644884036853	9.9	2608946537
OG356	NOVA	230324	AD	557957338	8395120	64436	6416990	0	572833884	85922548455	82965993400	78559884478	0.96559	0.91431	150	149	0.396697	557957338	83476234090	81085384195	76951862521	0.971359	0.921842	149	149	0.395626	99.2047%	0.818809%	1,297,257,530	221,957,241	1,075,300,290	98.8141%	0.244545%	31789277	89	46	109	148272	62455	204466	44.3	43.6	0.7	16.5	39.2	3640	eukaryota	521444	521444	1570753077	0.000%	7477	7477	84261	1560324197	55.898	2.5716e-06	all	1193750785	1318062775	90.5686	mpileup	IndelRatio	41740567468	0.998644448881071	24.79	1686314438
OG332	NOVA	230324	AD	459754950	4307736	47286	4149788	0	468259760	70247040214	68192035014	64813470120	0.970746	0.922651	150	150	0.440352	459754950	68773354799	67040895869	63812530142	0.974809	0.927867	149	149	0.439598	99.3749%	0.631977%	628,314,018	37,853,518	590,460,500	98.7122%	0.17918%	11357301	7	3	6	26120	4811	10021	77.7	77	0.7	9.8	12.5	3640	eukaryota	123046	123046	695545157	0.000%	17134	17134	14650	693084237	59.9716	1.00655e-06	all	616271085	677967256	90.8998	mpileup	IndelRatio	34387548918	0.999966114186719	50.28	683975484
OG344	NOVA	230324	AD	314933218	3001780	60374	5452178	0	323447550	48399251266	47001897244	44876923348	0.971129	0.927224	149	149	0.416068	314933218	47048848239	45924803520	43922240577	0.976109	0.933546	149	149	0.415099	99.3381%	0.671654%	596,085,061	50,060,227	546,024,833	98.8098%	0.174573%	10592446	18	6	16	41937	7971	25582	78.1	77.1	1	9.2	12.7	3640	eukaryota	142619	142619	658813247	0.000%	13482	13482	19767	655960867	58.4315	1.43499e-06	all	577161123	634754407	90.9267	mpileup	IndelRatio	23527137991	0.998470706474086	34.57	681569499
OG257	NOVA	230324	AD	345244064	3387818	41578	4487294	0	353160754	52990306192	51458035204	49044996051	0.971084	0.925547	150	150	0.411876	345244064	51647137855	50368825288	48084003815	0.975249	0.93101	149	149	0.411548	99.6254%	0.382043%	598,338,759	37,099,248	561,239,511	98.7247%	0.230873%	10255384	25	4	8	57454	5339	15093	90.7	89.6	1.1	3.9	5.4	3640	eukaryota	59139	59140	618161441	0.000%	52282	52282	21792	616978042	57.7418	1.68196e-06	all	576156647	616189969	93.5031	mpileup	IndelRatio	25824928663	0.999878262256682	37.83	682748977
OG355	NOVA	230324	AD	426051564	3892602	51604	4579354	0	434575124	65192513276	63353851999	60364490179	0.971796	0.925942	150	149	0.393804	426051564	63746139140	62204562294	59359708884	0.975817	0.931189	149	149	0.393441	99.2484%	0.794175%	1,313,821,269	235,807,813	1,078,013,456	99.0925%	0.202619%	29846647	94	49	112	152750	71329	190327	46	45.4	0.6	15.7	38.3	3640	eukaryota	502889	502889	1561577933	0.000%	7909	7909	67841	1551520153	56.8148	2.08221e-06	all	1192172047	1316938508	90.526	mpileup	IndelRatio	31874705796	0.998764305778609	19.73	1617258685
OG339	NOVA	230324	AD	507753094	7431972	58740	5080352	0	520324158	78026292186	75229613572	71015469479	0.964157	0.910148	149	149	0.39727	507753094	75949195967	73635576998	69658275211	0.969537	0.917169	149	149	0.3962	99.6353%	0.389296%	1,263,012,600	186,825,424	1,076,187,176	99.0685%	0.248108%	24646882	54	17	57	109545	22183	118989	53.9	53.2	0.7	15.6	30.5	3640	eukaryota	272369	272369	1420703591	0.000%	13574	13574	58822	1415256211	57.0351	1.97922e-06	all	1147767631	1213190257	94.6074	mpileup	IndelRatio	37976151443	0.999484126131161	25.57	1485881858
OG247	NOVA	230324	AD	437218500	9456992	72510	9722148	0	456470150	68441356449	65659974879	62145777284	0.959361	0.908015	149	149	0.441228	437218500	65330154146	63226173809	60026943131	0.967795	0.918824	149	149	0.439736	99.7394%	0.277802%	643,441,198	78,771,136	564,670,063	97.3708%	0.258279%	11927144	77	20	8	158171	39261	18879	62.8	61.8	1	11.5	25.7	3640	eukaryota	116991	116991	729759399	0.000%	12535	12535	42559	727419579	55.55	2.78612e-06	all	600501740	621534640	96.616	mpileup	IndelRatio	32667126537	0.998291695569797	39.45	829555279
OG254	NOVA	230324	AD	448009966	4374208	121110	9071052	0	461576336	68789978351	66512350575	62965559746	0.96689	0.91533	149	149	0.41478	448009966	66892737002	64949136558	61575068685	0.970945	0.920505	149	149	0.414627	99.4971%	0.519862%	897,426,179	125,205,875	772,220,304	98.812%	0.238759%	16692594	33	22	16	69876	28012	22242	70.4	69.4	1	12.4	17.2	3640	eukaryota	194284	194284	987441571	0.000%	14862	14862	30867	983555891	58.2552	1.49445e-06	all	820597467	890423156	92.1581	mpileup	IndelRatio	33448228804	0.998637247349694	32.31	1036734113
OG249	NOVA	230324	AD	345057646	4473200	51726	5318998	0	354901570	53170598480	51523582503	49111292350	0.969024	0.923655	149	149	0.397281	345057646	51579514175	50256990711	47995730570	0.97436	0.930519	149	149	0.396473	99.2428%	0.804074%	992,964,694	207,194,948	785,769,746	98.9956%	0.198722%	23554202	86	23	30	139631	25833	43680	50.7	50	0.7	14	35.3	3640	eukaryota	468591	468591	1217294767	0.000%	5370	5370	75339	1207922947	55.2723	2.97012e-06	all	852830559	965362425	88.343	mpileup	IndelRatio	25790432131	0.998946338770756	19.23	1342827706
OG360	NOVA	230324	AD	578809062	10532020	199648	11938992	0	601479722	89745413321	86545885119	82177216053	0.964349	0.91567	149	149	0.431722	578809062	86442498019	83982425721	79944296394	0.971541	0.924826	149	149	0.430278	98.6741%	1.33796%	602,714,972	50,850,705	551,864,267	97.8173%	0.247007%	16926680	105	48	67	194823	67724	99191	45	43.9	1.1	15.7	39.3	3640	eukaryota	430233	430234	852027567	0.000%	3417	3417	52635	843422323	55.2698	2.97182e-06	all	629022641	710382804	88.547	mpileup	IndelRatio	43223714364	0.997187763850101	53.93	803739006
OG345	NOVA	230324	AD	396658184	4557338	32212	2793298	0	404041032	60704289328	58923272123	56136258018	0.970661	0.924749	150	150	0.414139	396658184	59372683187	57880053515	55229886809	0.97486	0.930224	149	149	0.413314	99.7542%	0.254536%	601,178,352	30,125,382	571,052,970	97.937%	0.189162%	9320975	9	3	2	27979	9324	3170	88.4	87.6	0.8	5.8	5.8	3640	eukaryota	39607	39607	624463360	0.000%	47193	47193	13553	623671220	59.8514	1.03482e-06	all	588876048	611742663	96.2621	mpileup	IndelRatio	29687172291	0.998954998284326	45.68	650597951
OG349	NOVA	230324	AD	501916318	4637512	61654	5727560	0	512343044	76837731184	74085811341	69631244685	0.964185	0.906212	150	149	0.40203	501916318	75076041472	72709784469	68442556613	0.968482	0.911643	149	149	0.401199	99.3579%	0.652529%	721,982,901	70,991,026	650,991,875	98.6822%	0.320492%	14738906	13	3	11	53452	3210	13618	71.2	70.3	0.9	12	16.8	3640	eukaryota	182119	182119	825837246	0.000%	14441	14441	57052	822194866	54.8091	3.30439e-06	all	689224149	759501996	90.7469	mpileup	IndelRatio	37541216965	0.99725158037576	44.62	843651246
OG250	NOVA	230324	AD	362941502	3275772	47128	4671502	0	370935904	55580839156	54121411121	51733636021	0.973742	0.930782	149	149	0.405814	362941502	54243869107	53053865772	50788930462	0.978062	0.936307	149	149	0.40508	98.832%	1.18793%	936,178,835	122,590,003	813,588,832	97.9532%	0.155043%	19370214	121	91	38	156327	114350	56495	57.1	56.2	0.9	14.8	28.1	3640	eukaryota	384324	384324	1133098819	0.000%	7982	7982	33340	1125412339	58.5056	1.41072e-06	all	919462632	1031056065	89.1768	mpileup	IndelRatio	27123668404	0.997881819647959	24.79	1096444511
OG251	NOVA	230324	AD	399837810	3701364	68060	5148926	0	408756160	61146913453	59507482145	56786265297	0.973189	0.928686	149	149	0.429411	399837810	59774985152	58378397775	55778961262	0.976636	0.933149	149	149	0.429189	99.4845%	0.524612%	604,149,396	43,963,460	560,185,936	98.2173%	0.191681%	10529621	20	6	10	50208	13902	13810	82.4	81.7	0.7	8.1	9.5	3640	eukaryota	89681	89681	643641660	0.000%	25276	25276	16825	641848040	59.0369	1.24827e-06	all	581984949	633932446	91.8055	mpileup	IndelRatio	29888305692	0.997161695621373	43.58	687713937
OG300	NOVA	230324	AD	381067960	3186678	53840	3865464	0	388173942	58222185657	56729248981	54281983189	0.974358	0.932325	150	149	0.407159	381067960	57010638113	55763501205	53429612998	0.978124	0.937187	149	149	0.406667	98.9979%	1.02032%	1,018,162,323	135,258,003	882,904,320	98.7603%	0.153716%	22348246	40	23	35	73215	31032	52516	48.8	47.9	0.9	17.4	33.8	3640	eukaryota	461833	461834	1236789415	0.000%	6718	6718	40360	1227551793	58.053	1.56566e-06	all	986479270	1097111670	89.916	mpileup	IndelRatio	28506624100	0.997274814162287	22.07	1295262899
OG253	NOVA	230324	AD	379777560	3039816	43638	4831488	0	387692502	58164090259	56579165461	54051691414	0.972751	0.929297	150	149	0.411834	379777560	56799813941	55510401288	53114992046	0.977299	0.935126	149	149	0.410899	98.3946%	1.61756%	803,361,127	82,294,648	721,066,479	98.5693%	0.174675%	19384909	117	35	79	185988	44967	106650	48.4	47.4	1	15.8	35.8	3640	eukaryota	548726	548726	1151596877	0.000%	2972	2972	40153	1140622357	57.7564	1.67635e-06	all	856850801	954057639	89.8112	mpileup	IndelRatio	28402149312	0.9993861151872	27.7	1026037819
OG241	NOVA	230324	AD	281415236	2748386	26174	1928254	0	286118050	42952837908	41740776418	39758666531	0.971782	0.925635	150	150	0.410799	281415236	42121020994	41083680680	39185731240	0.975372	0.930313	149	149	0.410443	99.7444%	0.265806%	626,861,947	54,677,468	572,184,479	99.0494%	0.176319%	9996468	7	1	5	26927	1067	11346	87.2	86.4	0.8	6.3	6.5	3640	eukaryota	52367	52367	658811040	0.000%	39742	39742	10193	657763700	61.3198	7.37931e-07	all	593209790	619536414	95.7506	mpileup	IndelRatio	21060884954	0.99844539240486	30.13	700148348
OG338	NOVA	230324	AD	369849932	3019134	40992	4644988	0	377555046	56619196085	55040891741	52494793213	0.972124	0.927155	149	149	0.40077	369849932	55281958902	53952448257	51532842544	0.97595	0.932182	149	149	0.400817	99.6692%	0.340951%	781,449,911	69,820,980	711,628,931	99.2159%	0.173402%	12598387	7	6	7	31403	9246	29485	80	79.1	0.9	9.5	10.5	3640	eukaryota	65432	65432	808773982	0.000%	41039	41039	14505	807465342	60.6782	8.55418e-07	all	738524924	783049994	94.3139	mpileup	IndelRatio	27642556824	0.998367132372268	30.98	893697497
OG358	NOVA	230324	AD	347629298	3651888	88396	6462324	0	357831906	53443307316	51735554836	49129110331	0.968046	0.919275	149	149	0.402786	347629298	51942464409	50527370200	48063337457	0.972757	0.925319	149	149	0.401961	98.6434%	1.36888%	725,887,795	75,513,200	650,374,595	98.5065%	0.21753%	18124304	98	43	141	166025	67797	224784	49.4	48.7	0.7	15.7	34.9	3640	eukaryota	419731	419731	962903157	0.000%	4848	4848	40955	954508537	56.8968	2.04323e-06	all	742723800	851275158	87.2484	mpileup	IndelRatio	25973616484	0.998414948389062	29.67	876811313
OG347	NOVA	230324	AD	515377516	6572862	73812	6252298	0	528276488	79159203764	76300165685	71938414525	0.963882	0.908781	149	149	0.416942	515377516	77083677502	74664153056	70521555111	0.968612	0.91487	149	149	0.416426	99.4877%	0.527171%	666,713,865	79,255,506	587,458,359	97.9756%	0.282184%	14564160	85	65	35	166053	98435	66294	60.4	59.7	0.7	14.3	25.3	3640	eukaryota	198733	198734	784309400	0.000%	9418	9418	35596	780334217	56.6309	2.17225e-06	all	620137944	677061841	91.5925	mpileup	IndelRatio	38543842993	0.998676821091344	48.12	802072341
OG239	NOVA	230324	AD	325596864	4087020	71836	8816486	0	338572206	50638059843	48878052599	46418101727	0.965243	0.916664	149	149	0.414708	325596864	48604779818	47256661833	44992140813	0.972264	0.925673	149	149	0.41298	99.0779%	0.955737%	753,757,090	130,734,605	623,022,485	99.0992%	0.213624%	16383685	55	78	23	103170	123426	34079	66.2	65.5	0.7	13	20.8	3640	eukaryota	243599	243599	863149071	0.000%	10163	10163	42496	858277091	56.2749	2.35782e-06	all	687296649	776112680	88.5563	mpileup	IndelRatio	24303878006	0.99701453628592	21.97	1109771547
OG237	NOVA	230324	AD	417139764	15636262	172810	12297676	0	445246512	66326262058	63010955827	59443631812	0.950015	0.896231	148	148	0.450085	417139764	62269596528	59994369611	56860833905	0.963462	0.91314	149	149	0.445452	97.9672%	2.04708%	529,289,623	58,540,650	470,748,973	98.6729%	0.326127%	16905065	129	57	16	208560	84550	22489	34.8	31.7	3.1	15	50.2	3640	eukaryota	570678	570678	929695547	0.000%	2115	2115	95066	918281987	53.0715	4.93005e-06	all	615611712	682560703	90.1915	mpileup	IndelRatio	31137177324	0.99893804022596	29.85	1044101729
OG334	NOVA	230324	AD	311790726	2863794	109248	7950188	0	322713956	47782522379	46533608763	44495460144	0.973863	0.931208	148	148	0.437659	311790726	46455158467	45407306528	43470908192	0.977444	0.935761	149	148	0.437091	99.2478%	0.759241%	638,187,287	43,707,951	594,479,337	99.2847%	0.171867%	11459942	17	6	11	38578	6765	15757	74.8	73.8	1	11.1	14.1	3640	eukaryota	148905	148905	716236184	0.000%	14699	14699	14414	713258084	60.1668	9.62327e-07	all	624044275	697092784	89.521	mpileup	IndelRatio	23228550467	0.999067257362279	33.43	695575704
OG373	NOVA	230324	LP	346323360	7097744	59836	7485000	0	360965940	53918154658	51326284568	48054423846	0.95193	0.891248	149	149	0.421942	346323360	51734835779	49687788088	46658213846	0.960432	0.901872	149	149	0.420253	99.3126%	0.698266%	637,520,462	58,760,836	578,759,626	99.1498%	0.486968%	13678366	106	134	140	185771	178762	190613	74.6	73.8	0.8	9.9	15.5	3640	eukaryota	267694	267694	820887938	0.000%	13133	13133	796664347	815534058	7.84669	0.164184	all	2767521	644396727	0.429475	NA	NA	NA	NA	NA	NA
OG428	NOVA	230324	LP	221927440	2737498	38344	4296480	0	228999762	34186307614	32697472470	30630004418	0.956449	0.895973	149	149	0.414387	221927440	33153158917	31905667850	29945294239	0.962372	0.903241	149	149	0.413405	99.501%	0.513186%	644,445,316	50,834,983	593,610,333	99.3565%	0.373166%	10477445	9	6	3	27201	7678	5128	82.2	81.5	0.7	7.9	9.9	3640	eukaryota	82319	82319	681900286	0.000%	25278	25278	636200942	680253906	9.12928	0.1222	all	20149177	873046722	2.30792	mpileup	IndelRatio	16579005255	0.999643902290839	22.78	727909298
OG365	NOVA	230324	LP	311415486	12901036	52838	9597522	0	333966882	49596239740	46548636733	43255960067	0.938552	0.872162	148	148	0.432784	311415486	46465782866	44266186983	41333138320	0.952662	0.889539	149	149	0.428259	99.2566%	0.75556%	470,817,173	23,912,277	446,904,896	97.422%	0.558083%	8861227	53	2	4	118731	2438	5938	79.3	78.5	0.8	8.4	12.3	3640	eukaryota	102942	102942	536970292	0.000%	18041	18041	468315647	534911452	10.248	0.0944496	all	33626539	1726717631	1.94743	mpileup	IndelRatio	23238104329	0.999586600108488	41.5	560248272
OG364	NOVA	230324	LP	321916054	12559218	54900	10202418	0	344732590	51099951020	47722600992	44037587318	0.933907	0.861793	148	148	0.443938	321916054	48022147805	45440294747	42109435686	0.946236	0.876875	149	149	0.440686	98.6964%	1.32229%	468,539,603	34,562,755	433,976,848	97.0081%	0.595057%	10641268	22	16	21	44648	22360	26909	62.3	61.3	1	12.1	25.6	3640	eukaryota	207946	207946	585186599	0.000%	6914	6914	56908	581027679	53.3122	4.6642e-06	all	477009308	547596548	87.1096	mpileup	IndelRatio	24015586605	0.999315659776978	41.05	585399683
OG421	NOVA	230324	LP	288739908	4014924	50034	5837426	0	298642292	44612817679	42764840116	40272113106	0.958577	0.902703	149	149	0.403855	288739908	43112354776	41593237245	39253936457	0.964764	0.910503	149	149	0.403716	99.5034%	0.542697%	880,882,881	113,370,423	767,512,458	98.9947%	0.415962%	14769681	19	11	15	53214	14380	29103	77.4	76.3	1.1	9.8	12.8	3640	eukaryota	122937	122937	936834588	0.000%	27755	27755	870183657	934375848	9.21806	0.119727	all	15678664	621786954	2.52155	NA	NA	NA	NA	NA	NA
OG399	NOVA	230324	LP	244440348	2215316	41810	7190662	0	253888136	37445656036	36131664166	34208746538	0.964909	0.913557	147	147	0.39961	244440348	36232814417	35124523321	33302625726	0.969412	0.919129	148	148	0.399252	99.5928%	0.43425%	787,820,187	77,093,257	710,726,930	99.6492%	0.31787%	12201769	3	5	14	3973	7405	27893	80.4	79.6	0.8	9.2	10.4	3640	eukaryota	71616	71617	812491758	0.000%	35207	35207	726379205	811058877	9.91368	0.102008	all	42634641	681149634	6.25922	NA	NA	NA	NA	NA	NA
OG426	NOVA	230324	LP	234474618	9702062	40250	13997268	0	258214198	38087721654	35760679804	33407855796	0.938903	0.877129	147	147	0.432092	234474618	34919179326	33530176442	31534006743	0.960222	0.903057	148	148	0.423875	96.0411%	5.06516%	94,198,754	69,406,228	24,792,526	86.2864%	6.38475%	54187665	0	0	0	NA	NA	NA	10.3	9.5	0.8	5.9	83.8	3640	eukaryota	1475175	1475175	3038052779	0.000%	3256	3256	778923	3008549279	49.0903	1.23302e-05	all	2115760072	2403254872	88.0373	mpileup	IndelRatio	17463304664	0.998174661318962	3.55	4926372756
OG392	NOVA	230324	LP	266646646	6827272	45578	6146988	0	279666484	41773302654	39578132595	36973693026	0.94745	0.885103	149	149	0.425694	266646646	39831367484	38145802049	35760935077	0.957682	0.897808	149	149	0.423813	99.0239%	0.986823%	631,301,594	51,684,879	579,616,715	98.9941%	0.454037%	12201176	135	48	53	234234	76910	82883	69	68.3	0.7	11.9	19.1	3640	eukaryota	213031	213031	741155273	0.000%	11348	11348	36076	736894653	56.324	2.33133e-06	all	627234888	706562143	88.7728	mpileup	IndelRatio	19918879632	0.999043270289892	26.54	751358628
OG368	NOVA	230324	LP	331326890	6300070	54914	9109662	0	346791536	51416905689	48799496022	45406905822	0.949094	0.883112	148	148	0.418145	331326890	49393699572	47252576879	44069304086	0.956652	0.892205	149	149	0.416059	98.97%	1.04302%	755,485,147	75,571,922	679,913,225	99.4428%	0.530693%	16138496	25	7	34	77176	10630	44870	54.2	52.9	1.3	15.5	30.3	3640	eukaryota	360916	360916	942337287	0.000%	6665	6665	531871208	935118967	14.0603	0.0392619	all	282766420	760692609	37.1722	mpileup	IndelRatio	24699702015	0.998829957310411	27.91	886091240
OG397	NOVA	230324	LP	274370948	4350234	47492	6083116	0	284851790	42388385281	40440475851	37866592613	0.954046	0.893325	148	148	0.405511	274370948	40956393391	39326883630	36900979401	0.960214	0.900982	149	149	0.404248	99.0753%	0.973288%	987,968,268	110,187,716	877,780,552	99.2898%	0.457039%	18818791	17	11	19	38902	15605	29627	52.3	51.5	0.8	16.9	30.8	3640	eukaryota	339070	339070	1142415100	0.000%	9423	9423	68617	1135633700	55.4101	2.87731e-06	all	949012382	1062974525	89.2789	mpileup	IndelRatio	20480514548	0.999046982918395	17.9	1145203728
OG367	NOVA	230324	LP	359949744	7770324	62530	6794894	0	374577492	55829737319	53107124306	49707180904	0.951234	0.890335	149	148	0.421203	359949744	53741590425	51531261440	48360763794	0.958871	0.899876	149	149	0.419545	99.6034%	0.408164%	749,627,023	63,964,399	685,662,623	99.2439%	0.49331%	12386470	27	5	10	68544	8189	15219	81.4	80.5	0.9	7.9	10.7	3640	eukaryota	93350	93350	794399993	0.000%	30203	30203	743691342	792532993	9.05633	0.12427	all	17488186	665913336	2.6262	mpileup	IndelRatio	26873909515	0.999349431855856	31.11	864534994
OG371	NOVA	230324	LP	326866278	5248218	55628	3683712	0	335853836	50291191628	47928497231	44691858158	0.95302	0.888662	149	149	0.410462	326866278	48878144085	46850270163	43775496788	0.958512	0.895605	149	149	0.409673	99.6866%	0.323345%	665,986,764	49,401,562	616,585,201	98.7785%	0.449671%	10982348	149	347	60	232669	515146	92648	87	86	1	6.3	6.7	3640	eukaryota	80408	80408	712203399	0.000%	44071	44071	30165	710595239	56.9433	2.02148e-06	all	639030395	670423583	95.3174	mpileup	IndelRatio	24440851155	0.999252348981146	33.89	721818943
OG420	NOVA	230324	LP	324515238	5310070	56004	7047688	0	336929000	50345761142	48109374981	45252172913	0.955579	0.898828	149	149	0.395878	324515238	48466644424	46676071802	44017024698	0.963056	0.908192	149	149	0.395307	99.7642%	0.258721%	791,317,741	73,769,983	717,547,758	98.5833%	0.458924%	13097208	5	7	6	36330	7997	8927	80	79.1	0.9	8.6	11.4	3640	eukaryota	89102	89103	827919320	0.000%	29742	29742	731421938	826136611	10.0879	0.0979972	all	28536582	843649868	3.38251	mpileup	IndelRatio	24237829651	0.999543065516611	27.03	897029674
