og_id	tech	seq_date	code	annotation	taxonomy	lca	percent_match	length	lca_run_date	region
OG311	ilmn	221123	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Cheilinus;Cheilinus undulatus;Labriformes;Labridae;Cheilinus;Cheilinus undulatus	Cheilinus undulatus	100.00	1597	241115	16s	
OG311	ilmn	221123	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Cheilinus;Cheilinus undulatus;Labriformes;Labridae;Cheilinus;Cheilinus undulatus	Cheilinus undulatus	99.93	976	241115	CO1	
OG315	ilmn	221115	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Sparidae;Pagrus;Spariformes;Sparidae;Pagrus;	Pagrus	99.83	765	241115	12s	
OG315	ilmn	221115	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Sparidae;Pagrus;Spariformes;Sparidae;Pagrus;	Pagrus	99.39	508	241115	16s	
OG315	ilmn	221115	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Sparidae;Pagrus;Spariformes;Sparidae;Pagrus;	Pagrus	99.32	662	241115	CO1	
OG32	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhiniformes;Carcharhinidae;Carcharhinus;	Carcharhinus	99.91	948	241113	12s	
OG32	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Carcharhinidae;Carcharhiniformes;Carcharhinidae;;	Carcharhinidae	99.87	1635	241113	16s	
OG32	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus leucas;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus leucas	Carcharhinus leucas	99.86	1154	241113	CO1	
OG322	ilmn	230419	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Scarines;Hipposcarus;Hipposcarus longiceps;Labriformes;Labridae;Hipposcarus;Hipposcarus longiceps	Hipposcarus longiceps	99.64	731	241115	12s	
OG322	ilmn	230419	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Scarines;Hipposcarus;Labriformes;Labridae;Hipposcarus;	Hipposcarus	99.37	847	241115	16s	
OG322	ilmn	230419	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Scarines;Hipposcarus;Labriformes;Labridae;Hipposcarus;	Hipposcarus	99.14	743	241115	CO1	
OG323	ilmn	221003	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Lethrinidae;Lethrininae;Lethrinus;Lethrinus laticaudis;Spariformes;Lethrinidae;Lethrinus;Lethrinus laticaudis	Lethrinus laticaudis	99.94	954	241115	12s	
OG323	ilmn	221003	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Lethrinidae;Lethrininae;Lethrinus;Spariformes;Lethrinidae;Lethrinus;	Lethrinus	98.92	973	241115	16s	
OG323	ilmn	221003	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Lethrinidae;Lethrininae;Lethrinus;Spariformes;Lethrinidae;Lethrinus;	Lethrinus	99.86	958	241115	CO1	
OG326	ilmn	221003	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Balistidae;Melichthys;Tetraodontiformes;Balistidae;Melichthys;	Melichthys	99.09	779	241115	12s	
OG326	ilmn	221003	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Balistidae;Melichthys;Melichthys niger;Tetraodontiformes;Balistidae;Melichthys;Melichthys niger	Melichthys niger	99.51	818	241115	16s	
OG326	ilmn	221003	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Balistidae;Tetraodontiformes;Balistidae;;	Balistidae	99.73	653	241115	CO1	
OG33	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;;;;	Carangaria	99.63	587	241113	12s	
OG33	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;;;;	Percomorphaceae	99.69	830	241113	16s	
OG33	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;;;;	Carangaria	99.76	633	241113	CO1	
OG35	hic	240207	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	100.00	945	241115	12s	
OG35	hic	240207	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	100.00	1710	241115	16s	
OG35	hic	240207	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	99.85	1331	241115	CO1	
OG35	hifi	231027	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	100.00	945	241115	12s	
OG35	hifi	231027	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	100.00	1710	241115	16s	
OG35	hifi	231027	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	99.85	1331	241115	CO1	
OG35	ilmn	230620	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	100.00	945	241115	12s	
OG35	ilmn	230620	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	100.00	1710	241115	16s	
OG35	ilmn	230620	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Plesiopidae;Plesiopinae;Trachinops;Trachinops noarlungae;;Plesiopidae;Trachinops;Trachinops noarlungae	Trachinops noarlungae	99.85	1331	241115	CO1	
OG36	hic	240207	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri	Pempheris klunzingeri	100.00	948	241115	12s	
OG36	hic	240207	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Acropomatiformes;Pempheridae;;	Pempheridae	99.96	1408	241115	16s	
OG36	hic	240207	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri	Pempheris klunzingeri	100.00	1548	241115	CO1	
OG36	hifi	230724	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri	Pempheris klunzingeri	100.00	948	241115	12s	
OG36	hifi	230724	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Acropomatiformes;Pempheridae;;	Pempheridae	99.96	1408	241115	16s	
OG36	hifi	230724	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri	Pempheris klunzingeri	100.00	1548	241115	CO1	
OG36	ilmn	230620	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri	Pempheris klunzingeri	100.00	948	241115	12s	
OG36	ilmn	230620	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Acropomatiformes;Pempheridae;;	Pempheridae	99.96	1408	241115	16s	
OG36	ilmn	230620	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri;Acropomatiformes;Pempheridae;Pempheris;Pempheris klunzingeri	Pempheris klunzingeri	100.00	1548	241115	CO1	
OG362	ilmn	230324	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Monacanthidae;Paramonacanthus;Tetraodontiformes;Monacanthidae;Paramonacanthus;	Paramonacanthus	99.76	945	241115	12s	
OG362	ilmn	230324	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Monacanthidae;Paramonacanthus;Paramonacanthus choirocephalus;Tetraodontiformes;Monacanthidae;Paramonacanthus;Paramonacanthus choirocephalus	Paramonacanthus choirocephalus	99.41	1680	241115	16s	
OG362	ilmn	230324	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Monacanthidae;Paramonacanthus;Tetraodontiformes;Monacanthidae;Paramonacanthus;	Paramonacanthus	99.69	800	241115	CO1	
OG363	ilmn	230607	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Monacanthidae;Paramonacanthus;Tetraodontiformes;Monacanthidae;Paramonacanthus;	Paramonacanthus	99.76	945	241115	12s	
OG363	ilmn	230607	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Monacanthidae;Paramonacanthus;Paramonacanthus choirocephalus;Tetraodontiformes;Monacanthidae;Paramonacanthus;Paramonacanthus choirocephalus	Paramonacanthus choirocephalus	99.38	1680	241115	16s	
OG363	ilmn	230607	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Monacanthidae;Paramonacanthus;Tetraodontiformes;Monacanthidae;Paramonacanthus;	Paramonacanthus	99.14	800	241115	CO1	
OG365	ilmn	230324	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis nebulosa;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis nebulosa	Parapercis nebulosa	100.00	963	241115	12s	
